GeneID:ID|Synonyms:String[]|Description|Source|:Label
PCYC:LMRG_00474|LMRG_00474|FIG002995: FMN-dependent NADH-azoreductase|PlantCyc_Gene|Gene
PCYC:LMRG_00947|LMRG_00947|FIG010537: Protein tyrosine phosphatase (EC 3.1.3.48)|PlantCyc_Gene|Gene
PCYC:LMRG_00631|LMRG_00631|Ethanolamine utilization protein similar to PduT|PlantCyc_Gene|Gene
PCYC:LMRG_00037|LMRG_00037|Triosephosphate isomerase (EC 5.3.1.1)|PlantCyc_Gene|Gene
PCYC:LMRG_01670|LMRG_01670|Myo-inosose-2 dehydratase|PlantCyc_Gene|Gene
PCYC:LMRG_02586|LMRG_02586|Methionine ABC transporter substrate-binding protein|PlantCyc_Gene|Gene
PCYC:LMRG_01065|LMRG_01065|FIG002923: NAD(FAD)-utilizing dehydrogenases|PlantCyc_Gene|Gene
PCYC:LMRG_00084|LMRG_00084|FIG008340: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_02658|LMRG_02658|LSU ribosomal protein L11p (L12e)|PlantCyc_Gene|Gene
PCYC:LMRG_02555|LMRG_02555|FIG011920: methyltransferase|PlantCyc_Gene|Gene
PCYC:LMRG_01201|LMRG_01201|FIG051666: Lon-like protease with PDZ domain|PlantCyc_Gene|Gene
PCYC:LMRG_01718|LMRG_01718|ATP synthase gamma chain (EC 3.6.3.14)|PlantCyc_Gene|Gene
PCYC:LMRG_01465|LMRG_01465|FIG007923: ABC transporter, ATP-binding protein|PlantCyc_Gene|Gene
PCYC:LMRG_02162|LMRG_02162|SSU ribosomal protein S8p (S15Ae)|PlantCyc_Gene|Gene
PCYC:LMRG_02292|LMRG_02292|FIG007175: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_02153|LMRG_02153|LSU ribosomal protein L36p|PlantCyc_Gene|Gene
PCYC:LMRG_00766|LMRG_00766|FIG000097: Phosphatidate cytidylyltransferase (EC 2.7.7.41)|PlantCyc_Gene|Gene
PCYC:LMRG_01641|spxA;lmo2191|transcriptional regulator SpxA|PlantCyc_Gene|Gene
PCYC:LMRG_01152|LMRG_01152|FIG172563: Transcriptional regulator, GntR family|PlantCyc_Gene|Gene
PCYC:LMRG_02049|LMRG_02049|FIG012781: Cell surface hydrolase, membrane-bound|PlantCyc_Gene|Gene
PCYC:LMRG_02808|LMRG_02808;lmo2132|hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_01843|LMRG_01843|FIG005404: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_00748|LMRG_00748|transcriptional repressor GlnR|PlantCyc_Gene|Gene
PCYC:LMRG_00981|LMRG_00981|Dihydroorotate dehydrogenase electron transfer subunit (EC 1.3.3.1)|PlantCyc_Gene|Gene
PCYC:LMRG_02135|LMRG_02135|FIG012385: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_01794|LMRG_01794;lmo2454|Hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_01088|LMRG_01088|FIG017274: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_00899|LMRG_00899|FIG059280: Zinc ABC transporter, ATP-binding protein ZnuC|PlantCyc_Gene|Gene
PCYC:LMRG_00629|LMRG_00629|Protein clustered with ethanolamine utilization|PlantCyc_Gene|Gene
PCYC:LMRG_01447|LMRG_01447|GTP pyrophosphokinase (EC 2.7.6.5), (p)ppGpp synthetase I|PlantCyc_Gene|Gene
PCYC:LMRG_01663|LMRG_01663|FIG007465: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_00738|LMRG_00738|S-ribosylhomocysteine lyase (EC 4.4.1.21) / Autoinducer-2 production protein LuxS|PlantCyc_Gene|Gene
PCYC:LMRG_00514|LMRG_00514|Pyruvate dehydrogenase E1 component alpha subunit (EC 1.2.4.1)|PlantCyc_Gene|Gene
PCYC:LMRG_00031|LMRG_00031|FIG014832: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_00231|LMRG_00231|Internalin-like protein Lmo0549 homolog|PlantCyc_Gene|Gene
PCYC:LMRG_01192|LMRG_01192|FIG004125: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_02787|LMRG_02787|ABC transporter, periplasmic spermidine putrescine-binding protein potD (TC_3.A.1.11.1)|PlantCyc_Gene|Gene
PCYC:LMRG_02306|LMRG_02306|Hypothetical protein, ydbS homolog|PlantCyc_Gene|Gene
PCYC:LMRG_00648|LMRG_00648|Sirohydrochlorin cobaltochelatase CbiK (EC 4.99.1.3)|PlantCyc_Gene|Gene
PCYC:LMRG_02036|LMRG_02036;lmo0937|hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_00467|LMRG_00467|FIG002200: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_01616|LMRG_01616|Bis(5'-nucleosyl)-tetraphosphatase (asymmetrical) (EC 3.6.1.17)|PlantCyc_Gene|Gene
PCYC:LMRG_02075|LMRG_02075|Ribose 5-phosphate isomerase A (EC 5.3.1.6)|PlantCyc_Gene|Gene
PCYC:LMRG_01669|LMRG_01669|FIG093975: Myo-inositol 2-dehydrogenase 1 (EC 1.1.1.18)|PlantCyc_Gene|Gene
PCYC:LMRG_01739|LMRG_01739|FIG137288: Peptide chain release factor 2; programmed frameshift-containing|PlantCyc_Gene|Gene
PCYC:LMRG_02295|LMRG_02295|FIG003068: Transcriptional regulator, HxlR family|PlantCyc_Gene|Gene
PCYC:LMRG_01687|LMRG_01687|Predicted nicotinate-regulated transporter BH3254|PlantCyc_Gene|Gene
PCYC:LMRG_00192|LMRG_00192|FIG009486: glutamine amidotransferase, class I|PlantCyc_Gene|Gene
PCYC:LMRG_00771|LMRG_00771|COG0779: clustered with transcription termination protein NusA|PlantCyc_Gene|Gene
PCYC:LMRG_00556|LMRG_00556|FIG008745: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_02206|LMRG_02206|Ribulose-phosphate 3-epimerase (EC 5.1.3.1)|PlantCyc_Gene|Gene
PCYC:LMRG_00635|LMRG_00635|FIG016544: Transcriptional regulator, AraC family|PlantCyc_Gene|Gene
PCYC:LMRG_01386|LMRG_01386|FIG067248: Acetate kinase (EC 2.7.2.1)|PlantCyc_Gene|Gene
PCYC:LMRG_00728|LMRG_00728|ATP-dependent protease HslV (EC 3.4.25.-)|PlantCyc_Gene|Gene
PCYC:LMRG_02534|LMRG_02534|Glycerol dehydrogenase (EC 1.1.1.6)|PlantCyc_Gene|Gene
PCYC:LMRG_00498|LMRG_00498|FIG015103: YoaT protein|PlantCyc_Gene|Gene
PCYC:LMRG_01304|LMRG_01304|Asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4) AsnB|PlantCyc_Gene|Gene
PCYC:LMRG_01371|LMRG_01371|SSU ribosomal protein S4p (S9e)|PlantCyc_Gene|Gene
PCYC:LMRG_01565|LMRG_01565|FIG007658: Fumarylacetoacetate hydrolase family protein|PlantCyc_Gene|Gene
PCYC:LMRG_00456|LMRG_00456|FIG172571: Sugar ABC transporter, sugar-binding protein|PlantCyc_Gene|Gene
PCYC:LMRG_00594|LMRG_00594|FIG139395: Propanediol utilization polyhedral body protein PduA|PlantCyc_Gene|Gene
PCYC:LMRG_02816|LMRG_02816|FIG000230: tRNA (Guanine37-N1) -methyltransferase (EC 2.1.1.31)|PlantCyc_Gene|Gene
PCYC:LMRG_01251|LMRG_01251|FIG008736: Predicted transcriptional regulator of pyridoxine metabolism|PlantCyc_Gene|Gene
PCYC:LMRG_00878|opuCC|Osmotically activated L-carnitine/choline ABC transporter, substrate-binding protein OpuCC|PlantCyc_Gene|Gene
PCYC:LMRG_00953|LMRG_00953|Acyl carrier protein|PlantCyc_Gene|Gene
PCYC:LMRG_00013|LMRG_00013;lmo0321|membrane protein|PlantCyc_Gene|Gene
PCYC:LMRG_01802|LMRG_01802|FIG012818: glycosyl hydrolase, family 31|PlantCyc_Gene|Gene
PCYC:LMRG_00356|LMRG_00356|hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_01583|LMRG_01583|FIG022740: Phosphate transport regulator (distant homolog of PhoU)|PlantCyc_Gene|Gene
PCYC:LMRG_01770|LMRG_01770|Thioredoxin reductase (EC 1.8.1.9)|PlantCyc_Gene|Gene
PCYC:LMRG_00076|LMRG_00076|Methylmalonate-semialdehyde dehydrogenase/Malonate-semialdehyde dehydrogenase|PlantCyc_Gene|Gene
PCYC:LMRG_02348|LMRG_02348|Putative regulator of the mannose operon, ManO|PlantCyc_Gene|Gene
PCYC:LMRG_02216|LMRG_02216;lmo2671|hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_00183|LMRG_00183|FIG007889: Polysialic acid capsule expression protein KpsF|PlantCyc_Gene|Gene
PCYC:LMRG_01945|LMRG_01945|FIG017059: Lipid A export ATP-binding/permease protein MsbA|PlantCyc_Gene|Gene
PCYC:LMRG_00797|LMRG_00797|Late competence protein ComGA, access of DNA to ComEA|PlantCyc_Gene|Gene
PCYC:LMRG_01035|LMRG_01035|Cell division protein GpsB, coordinates the switch between cylindrical and septal cell wall synthesis by re-localization of PBP1|PlantCyc_Gene|Gene
PCYC:LMRG_00266|LMRG_00266|FIG007969: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_01827|LMRG_01827|FIG172614: sensor histidine kinase|PlantCyc_Gene|Gene
PCYC:LMRG_02489|LMRG_02489|Putative secretion accessory protein EsaB/YukD|PlantCyc_Gene|Gene
PCYC:LMRG_00881|LMRG_00881|FIG011622: Substrate-specific component ThiT of thiamin ECF transporter|PlantCyc_Gene|Gene
PCYC:LMRG_02389|LMRG_02389|FIG017359: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_02539|LMRG_02539|ABC transporter, permease protein|PlantCyc_Gene|Gene
PCYC:LMRG_00806|LMRG_00806|FIG000411: Biotin carboxyl carrier protein of acetyl-CoA carboxylase|PlantCyc_Gene|Gene
PCYC:LMRG_00533|LMRG_00533|Cell division protein FtsW|PlantCyc_Gene|Gene
PCYC:LMRG_00574|LMRG_00574|FIG172578: ABC transporter, ATP-binding/permease protein|PlantCyc_Gene|Gene
PCYC:LMRG_02932|LMRG_02932|FIG042543: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_01148|LMRG_01148|PTS system, mannose-specific IID component (EC 2.7.1.69)|PlantCyc_Gene|Gene
PCYC:LMRG_02144|LMRG_02144|FIG013638: ATPase component of general energizing module of ECF transporters|PlantCyc_Gene|Gene
PCYC:LMRG_00465|LMRG_00465|FIG006732: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_02117|LMRG_02117|PTS system, glucose-specific IIA component (EC 2.7.1.69)|PlantCyc_Gene|Gene
PCYC:LMRG_02480|LMRG_02480|Response regulator of the competence regulon ComE|PlantCyc_Gene|Gene
PCYC:LMRG_02868|LMRG_02868|Lysine-specific permease|PlantCyc_Gene|Gene
PCYC:LMRG_01755|LMRG_01755|FIG004131: Transcriptional regulator, ArsR family|PlantCyc_Gene|Gene
PCYC:LMRG_01216|LMRG_01216|FIG019766: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_02344|LMRG_02344|FIG010350: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_01709|LMRG_01709|FIG146053: phosphoribosyltransferase|PlantCyc_Gene|Gene
PCYC:LMRG_01333|LMRG_01333|FIG011663: Anthranilate synthase, aminase component (EC 4.1.3.27)|PlantCyc_Gene|Gene
PCYC:LMRG_00206|LMRG_00206|FIG007702: putative exported protein|PlantCyc_Gene|Gene
PCYC:LMRG_00087|LMRG_00087|Peptidase Lmo0394 homolog|PlantCyc_Gene|Gene
PCYC:LMRG_01261|LMRG_01261|FIG009263: Transcriptional regulator, DeoR family|PlantCyc_Gene|Gene
PCYC:LMRG_01162|LMRG_01162|FIG009194: Alpha-mannosidase (EC 3.2.1.24)|PlantCyc_Gene|Gene
PCYC:LMRG_02255|LMRG_02255|FIG008536: transposase OrfA, IS3 family|PlantCyc_Gene|Gene
PCYC:LMRG_01233|LMRG_01233|FIG008167: Protein crcB homolog 1|PlantCyc_Gene|Gene
PCYC:LMRG_02033|LMRG_02033|FIG000517: Iron-sulfur cluster-binding protein|PlantCyc_Gene|Gene
PCYC:LMRG_01578|LMRG_01578|FIG006743: hydrolase, haloacid dehalogenase-like family|PlantCyc_Gene|Gene
PCYC:LMRG_02742|LMRG_02742|FIG000096: Methionyl-tRNA synthetase (EC 6.1.1.10)|PlantCyc_Gene|Gene
PCYC:LMRG_02326|LMRG_02326|Probable carboxyvinyl-carboxyphosphonate phosphorylmutase (EC 2.7.8.23)|PlantCyc_Gene|Gene
PCYC:LMRG_02797|LMRG_02797|FIG017857: mannose-6-phosphate isomerase, class I|PlantCyc_Gene|Gene
PCYC:LMRG_00306|LMRG_00306|FIG008021: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_01151|LMRG_01151|FIG012713: Transcriptional regulator, GntR family|PlantCyc_Gene|Gene
PCYC:LMRG_00208|LMRG_00208|FIG014304: membrane protein|PlantCyc_Gene|Gene
PCYC:LMRG_01609|LMRG_01609|putative transcriptional regulator|PlantCyc_Gene|Gene
PCYC:LMRG_02179|LMRG_02179|FIG024851: Transmembrane component of general energizing module of ECF transporters|PlantCyc_Gene|Gene
PCYC:LMRG_02651|LMRG_02651|DNA-directed RNA polymerase beta subunit (EC 2.7.7.6)|PlantCyc_Gene|Gene
PCYC:LMRG_02149|LMRG_02149|FIG000154: LSU ribosomal protein L17p|PlantCyc_Gene|Gene
PCYC:LMRG_02469|LMRG_02469|Agmatine deiminase (EC 3.5.3.12)|PlantCyc_Gene|Gene
PCYC:LMRG_00851|LMRG_00851|FIG002344: Hydrolase (HAD superfamily)|PlantCyc_Gene|Gene
PCYC:LMRG_01865|LMRG_01865|Maltose phosphorylase (EC 2.4.1.8) / Trehalose phosphorylase (EC 2.4.1.64)|PlantCyc_Gene|Gene
PCYC:LMRG_00372|LMRG_00372|hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_01940|LMRG_01940|FIG000578: DNA topoisomerase III (EC 5.99.1.2)|PlantCyc_Gene|Gene
PCYC:LMRG_02102|LMRG_02102|FIG000809: Phosphocarrier protein of PTS system|PlantCyc_Gene|Gene
PCYC:LMRG_01106|LMRG_01106|Ferrichrome-binding periplasmic protein precursor (TC 3.A.1.14.3)|PlantCyc_Gene|Gene
PCYC:LMRG_00793|LMRG_00793|Late competence protein ComGE, FIG015564|PlantCyc_Gene|Gene
PCYC:LMRG_02403|LMRG_02403|FIG006971: Cof-like hydrolase|PlantCyc_Gene|Gene
PCYC:LMRG_02047|LMRG_02047|FIG002941: Transcriptional regulator, GntR family|PlantCyc_Gene|Gene
PCYC:LMRG_01822|LMRG_01822|FIG006636: Arsenate reductase and related proteins, glutaredoxin family|PlantCyc_Gene|Gene
PCYC:LMRG_01080|LMRG_01080|GTP cyclohydrolase I (EC 3.5.4.16) type 1|PlantCyc_Gene|Gene
PCYC:LMRG_00893|LMRG_00893|1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase (EC 1.17.7.1)|PlantCyc_Gene|Gene
PCYC:LMRG_00667|LMRG_00667|FIG000098: Phenylalanyl-tRNA synthetase alpha chain (EC 6.1.1.20)|PlantCyc_Gene|Gene
PCYC:LMRG_00011|LMRG_00011|FIG000407: Thiamin-phosphate pyrophosphorylase (EC 2.5.1.3)|PlantCyc_Gene|Gene
PCYC:LMRG_02900|LMRG_02900|Beta-glucoside bgl operon antiterminator, BglG family|PlantCyc_Gene|Gene
PCYC:LMRG_01135|LMRG_01135|2-isopropylmalate synthase (EC 2.3.3.13)|PlantCyc_Gene|Gene
PCYC:LMRG_01182|LMRG_01182|Cell division protein FtsA|PlantCyc_Gene|Gene
PCYC:LMRG_02811|LMRG_02811|LSU ribosomal protein L19p|PlantCyc_Gene|Gene
PCYC:LMRG_00148|LMRG_00148|Cytosine/purine/uracil/thiamine/allantoin permease family protein|PlantCyc_Gene|Gene
PCYC:LMRG_01419|LMRG_01419|FIG007751: Late competence protein ComC, processing protease|PlantCyc_Gene|Gene
PCYC:LMRG_02752|LMRG_02752|Ribonuclease M5 (EC 3.1.26.8)|PlantCyc_Gene|Gene
PCYC:LMRG_01002|LMRG_01002|D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4)|PlantCyc_Gene|Gene
PCYC:LMRG_01983|LMRG_01983|FIG011908: secreted protein with 1 GW repeat|PlantCyc_Gene|Gene
PCYC:LMRG_01567|LMRG_01567|FIG003719: membrane protein|PlantCyc_Gene|Gene
PCYC:LMRG_02820|LMRG_02820|FIG005628: KH domain RNA binding protein YlqC|PlantCyc_Gene|Gene
PCYC:LMRG_00295|LMRG_00295|FIG008029: Transcriptional regulator, MarR family|PlantCyc_Gene|Gene
PCYC:LMRG_01880|LMRG_01880|FIG007704: transporter|PlantCyc_Gene|Gene
PCYC:LMRG_01205|LMRG_01205|ComK regulator|PlantCyc_Gene|Gene
PCYC:LMRG_02271|LMRG_02271|Glutamate transport ATP-binding protein|PlantCyc_Gene|Gene
PCYC:LMRG_01023|LMRG_01023|Formate--tetrahydrofolate ligase (EC 6.3.4.3)|PlantCyc_Gene|Gene
PCYC:LMRG_02427|LMRG_02427|LSU ribosomal protein L34p|PlantCyc_Gene|Gene
PCYC:LMRG_02774|LMRG_02774|FIG006948: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_00223|LMRG_00223|FIG008549: ABC transporter, substrate-binding protein|PlantCyc_Gene|Gene
PCYC:LMRG_01850|ltrC;lmo2398|Low temperature requirement C protein|PlantCyc_Gene|Gene
PCYC:LMRG_02915|LMRG_02915|FIG034754: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_00196|uspA;lmo0515|universal stress protein family|PlantCyc_Gene|Gene
PCYC:LMRG_02705|LMRG_02705|4-oxalocrotonate tautomerase (EC 5.3.2.-); Xylose transport system permease protein xylH|PlantCyc_Gene|Gene
PCYC:LMRG_02220|LMRG_02220|FIG007799: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_01033|LMRG_01033|Thermostable carboxypeptidase 1 (EC 3.4.17.19) ## Zinc-requiring, any residue but Pro|PlantCyc_Gene|Gene
PCYC:LMRG_00698|LMRG_00698|FIG014715: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_01270|LMRG_01270|FIG009615: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_01650|LMRG_01650|Heme transporter analogous to IsdDEF, ATP-binding protein|PlantCyc_Gene|Gene
PCYC:LMRG_00070|LMRG_00070|FIG015114: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_02161|LMRG_02161|LSU ribosomal protein L6p (L9e)|PlantCyc_Gene|Gene
PCYC:LMRG_01619|hmoB;yhgC;lmo2213|similar to heme monooxygenase HmoB|PlantCyc_Gene|Gene
PCYC:LMRG_01015|LMRG_01015|FIG002154: Glyoxalase family protein|PlantCyc_Gene|Gene
PCYC:LMRG_01315|LMRG_01315|FIG008945: ABC transporter, ATP-binding/permease protein|PlantCyc_Gene|Gene
PCYC:LMRG_00729|LMRG_00729|FIG000505: ATP-dependent hsl protease ATP-binding subunit HslU|PlantCyc_Gene|Gene
PCYC:LMRG_02570|LMRG_02570|FIG029916: PTS system, cellobiose-specific IIC component (EC 2.7.1.69)|PlantCyc_Gene|Gene
PCYC:LMRG_02825|inlC;lmo1786|Internalin C|PlantCyc_Gene|Gene
PCYC:LMRG_00431|LMRG_00431|FIG007723: ABC transporter, permease protein|PlantCyc_Gene|Gene
PCYC:LMRG_00664|LMRG_00664|FIG010352: rRNA methylase|PlantCyc_Gene|Gene
PCYC:LMRG_00238|LMRG_00238|Phosphoglycerate mutase family, Lmo0556 homolog|PlantCyc_Gene|Gene
PCYC:LMRG_00857|LMRG_00857|Glycerol uptake operon antiterminator regulatory protein|PlantCyc_Gene|Gene
PCYC:LMRG_01014|LMRG_01014|Pyruvate,phosphate dikinase (EC 2.7.9.1)|PlantCyc_Gene|Gene
PCYC:LMRG_01628|LMRG_01628|FIG007841: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_00281|LMRG_00281|Substrate-specific component BioY of biotin ECF transporter|PlantCyc_Gene|Gene
PCYC:LMRG_00491|LMRG_00491|Unknown pentose utilization regulator, LacI family|PlantCyc_Gene|Gene
PCYC:LMRG_01933|LMRG_01933|PTS system, cellobiose-specific IIB component (EC 2.7.1.69)|PlantCyc_Gene|Gene
PCYC:LMRG_00261|LMRG_00261|FIG007443: bacterial seryl-tRNA synthetase related|PlantCyc_Gene|Gene
PCYC:LMRG_00090|LMRG_00090|FIG006888: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_00584|LMRG_00584|Siroheme synthase / Precorrin-2 oxidase (EC 1.3.1.76)|PlantCyc_Gene|Gene
PCYC:LMRG_00200|LMRG_00200|FIG008349: drug resistance transporter, EmrB/QacA family|PlantCyc_Gene|Gene
PCYC:LMRG_02527|LMRG_02527;lmo1744|NAD-binding protein with unknown function|PlantCyc_Gene|Gene
PCYC:LMRG_02323|LMRG_02323|Putative metallopeptidase (Zinc) SprT family|PlantCyc_Gene|Gene
PCYC:LMRG_02298|LMRG_02298|FIG006854: PTS system, beta-glucoside-specific, IIA component|PlantCyc_Gene|Gene
PCYC:LMRG_01660|LMRG_01660|FIG009586: propionate CoA-transferase|PlantCyc_Gene|Gene
PCYC:LMRG_01161|LMRG_01161|FIG002334: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_00930|LMRG_00930|possible dihydroflavonol-4-reductase (maize, petunia, tomato)...|PlantCyc_Gene|Gene
PCYC:LMRG_02834|LMRG_02834|FIG007044: ABC transporter, ATP-binding protein|PlantCyc_Gene|Gene
PCYC:LMRG_01165|LMRG_01165|Cold shock protein CspD|PlantCyc_Gene|Gene
PCYC:LMRG_02194|LMRG_02194|FIG007943: Transport protein SgaT, putative|PlantCyc_Gene|Gene
PCYC:LMRG_00052|LMRG_00052|FIG021334: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_02134|LMRG_02134|FIG014725: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_01629|LMRG_01629|FIG008147: N-acetylmuramoyl-L-alanine amidase, family 4|PlantCyc_Gene|Gene
PCYC:LMRG_00128|LMRG_00128|FIG001194: Rrf2 family transcriptional regulator, group III|PlantCyc_Gene|Gene
PCYC:LMRG_00426|LMRG_00426|PTS system, D-allose-specific IIB component (EC 2.7.1.69) / PTS system, D-allose-specific IIC component (EC 2.7.1.69) / PTS system, D-allose-specific IIA component (EC 2.7.1.69)|PlantCyc_Gene|Gene
PCYC:LMRG_00600|LMRG_00600|Propanediol dehydratase reactivation factor small subunit|PlantCyc_Gene|Gene
PCYC:LMRG_01336|LMRG_01336|FIG135159: Indole-3-glycerol phosphate synthase (EC 4.1.1.48)|PlantCyc_Gene|Gene
PCYC:LMRG_02016|LMRG_02016|PTS system, cellobiose-specific IIA component (EC 2.7.1.69)|PlantCyc_Gene|Gene
PCYC:LMRG_00005|LMRG_00005|FIG092044: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_02387|LMRG_02387|FIG007411: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_02863|LMRG_02863|FIG037147: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_01399|LMRG_01399|FIG007710: membrane protein|PlantCyc_Gene|Gene
PCYC:LMRG_01453|LMRG_01453|Nitrogen regulatory protein P-II|PlantCyc_Gene|Gene
PCYC:LMRG_02050|LMRG_02050|FIG012781: Cell surface hydrolase, membrane-bound|PlantCyc_Gene|Gene
PCYC:LMRG_00327|frvA;lmo0641|Haem-transporting ATPase|PlantCyc_Gene|Gene
PCYC:LMRG_01942|LMRG_01942|D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4)|PlantCyc_Gene|Gene
PCYC:LMRG_02371|LMRG_02371|FIG009007: Phage tail fiber|PlantCyc_Gene|Gene
PCYC:LMRG_00620|LMRG_00620|FIG002353: Ethanolamine utilization protein EutA|PlantCyc_Gene|Gene
PCYC:LMRG_01972|LMRG_01972|FIG017106: PhnB protein; putative DNA binding 3-demethylubiquinone-9 3-methyltransferase domain protein|PlantCyc_Gene|Gene
PCYC:LMRG_00795|LMRG_00795|Late competence protein ComGC, access of DNA to ComEA, FIG007487|PlantCyc_Gene|Gene
PCYC:LMRG_02020|LMRG_02020|FIG010941: ABC transporter, permease protein|PlantCyc_Gene|Gene
PCYC:LMRG_00466|LMRG_00466|FIG007151: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_01123|LMRG_01123|FIG004914: Oxidoreductase, short-chain dehydrogenase/reductase family|PlantCyc_Gene|Gene
PCYC:LMRG_00264|iap;lmo0582|P60|PlantCyc_Gene|Gene
PCYC:LMRG_02265|LMRG_02265|FIG014110: Putative peptidoglycan bound protein (LPXTG motif) Lmo0842 homolog|PlantCyc_Gene|Gene
PCYC:LMRG_00558|LMRG_00558|GMP synthase [glutamine-hydrolyzing] (EC 6.3.5.2)|PlantCyc_Gene|Gene
PCYC:LMRG_01767|LMRG_01767|Inorganic pyrophospatase PpaX (EC 3.1.3.18)|PlantCyc_Gene|Gene
PCYC:LMRG_02073|dltA;lmo0974|D-alanine-D-alanyl carrier protein ligase|PlantCyc_Gene|Gene
PCYC:LMRG_02537|LMRG_02537|Glutamate synthase [NADPH] large chain (EC 1.4.1.13)|PlantCyc_Gene|Gene
PCYC:LMRG_02040|LMRG_02040|FIG009128: heat shock protein HtpG|PlantCyc_Gene|Gene
PCYC:LMRG_00452|LMRG_00452|Lipoate-protein ligase A|PlantCyc_Gene|Gene
PCYC:LMRG_01592|LMRG_01592|FIG003612: ABC transporter, ATP-binding protein|PlantCyc_Gene|Gene
PCYC:LMRG_00802|LMRG_00802|FIG008739: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_01043|LMRG_01043|Asparaginyl-tRNA synthetase (EC 6.1.1.22)|PlantCyc_Gene|Gene
PCYC:LMRG_00634|LMRG_00634|Putative major teichoic acid biosynthesis protein C|PlantCyc_Gene|Gene
PCYC:LMRG_01073|LMRG_01073|Chorismate mutase II (EC 5.4.99.5)|PlantCyc_Gene|Gene
PCYC:LMRG_01240|LMRG_01240|FIG004731: Esterase/lipase|PlantCyc_Gene|Gene
PCYC:LMRG_02187|LMRG_02187|FIG010104: serine/threonine protein phosphatase family protein|PlantCyc_Gene|Gene
PCYC:LMRG_02641|LMRG_02641|tRNA(Ile)-lysidine synthetase / Hypoxanthine-guanine phosphoribosyltransferase (EC 2.4.2.8)|PlantCyc_Gene|Gene
PCYC:LMRG_00868|LMRG_00868|FIG008502: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_00542|LMRG_00542|FIG018893: glycosyl transferase|PlantCyc_Gene|Gene
PCYC:LMRG_01272|LMRG_01272|Phosphoglucosamine mutase (EC 5.4.2.10)|PlantCyc_Gene|Gene
PCYC:LMRG_00282|LMRG_00282|Transcriptional regulator, PadR family|PlantCyc_Gene|Gene
PCYC:LMRG_02195|LMRG_02195|FIG006895: PTS system, lactose/cellobiose specific IIB subunit|PlantCyc_Gene|Gene
PCYC:LMRG_00575|LMRG_00575|FIG008856: hypothetical protein|PlantCyc_Gene|Gene
PCYC:LMRG_00406|LMRG_00406|transglycosylase, SLT family|PlantCyc_Gene|Gene
PCYC:LMRG_01454|LMRG_01454|Ammonium transporter|PlantCyc_Gene|Gene
PCYC:LMRG_02813|LMRG_02813|flavodoxin-like fold domain protein|PlantCyc_Gene|Gene
PCYC:LMRG_00106|LMRG_00106|FIG011156: Metal transporter, ZIP family|PlantCyc_Gene|Gene
